coname,gvkey,fyear,cusip,exchange,ticker,datadate,fyr,cik,date,formtype,datefiled,filepath
AMERICAN EQTY INVT LIFE HLDG,156383,2017,2567620,NYS,AEL,31-Dec-17,12,1039828,31-Dec-17,DEF 14A,4/23/18,https://www.sec.gov/Archives/edgar/data/1039828/0001047469-18-003060.txt
AMERICAN EQTY INVT LIFE HLDG,156383,2018,2567620,NYS,AEL,31-Dec-18,12,1039828,31-Dec-18,DEF 14A,4/22/19,https://www.sec.gov/Archives/edgar/data/1039828/0001047469-19-002457.txt
AMERICAN EQTY INVT LIFE HLDG,156383,2019,2567620,NYS,AEL,31-Dec-19,12,1039828,31-Dec-19,DEF 14A,4/24/20,https://www.sec.gov/Archives/edgar/data/1039828/0001047469-20-002567.txt
PETMED EXPRESS INC,65406,2017,71638210,NAS,PETS,31-Mar-18,3,1040130,31-Mar-17,DEF 14A,06/12/17,https://www.sec.gov/Archives/edgar/data/1040130/0001437749-17-011118.txt
PETMED EXPRESS INC,65406,2018,71638210,NAS,PETS,31-Mar-19,3,1040130,31-Mar-18,DEF 14A,06/11/18,https://www.sec.gov/Archives/edgar/data/1040130/0001437749-18-011545.txt
PETMED EXPRESS INC,65406,2019,71638210,NAS,PETS,31-Mar-20,3,1040130,31-Mar-19,DEF 14A,6/14/19,https://www.sec.gov/Archives/edgar/data/1040130/0001437749-19-012024.txt
CARRIZO OIL & GAS INC,65220,2017,14457710,NAS,CRZO,31-Dec-17,12,1040593,31-Dec-17,DEF 14A,4/23/18,https://www.sec.gov/Archives/edgar/data/1040593/0001193125-18-125907.txt
CARRIZO OIL & GAS INC,65220,2018,14457710,NAS,CRZO,31-Dec-18,12,1040593,31-Dec-18,DEF 14A,04/02/19,https://www.sec.gov/Archives/edgar/data/1040593/0001193125-19-095728.txt
SL GREEN REALTY CORP,65290,2017,78440X80,NYS,SLG,31-Dec-17,12,1040971,31-Dec-17,DEF 14A,4/30/18,https://www.sec.gov/Archives/edgar/data/1040971/0001206774-18-001446.txt
SL GREEN REALTY CORP,65290,2018,78440X80,NYS,SLG,31-Dec-18,12,1040971,31-Dec-18,DEF 14A,4/25/19,https://www.sec.gov/Archives/edgar/data/1040971/0001206774-19-001451.txt
SL GREEN REALTY CORP,65290,2019,78440X80,NYS,SLG,31-Dec-19,12,1040971,31-Dec-19,DEF 14A,4/24/20,https://www.sec.gov/Archives/edgar/data/1040971/0001206774-20-001290.txt
YUM BRANDS INC,65417,2017,98849810,NYS,YUM,31-Dec-17,12,1041061,31-Dec-17,DEF 14A,04/06/18,https://www.sec.gov/Archives/edgar/data/1041061/0001193125-18-110073.txt
YUM BRANDS INC,65417,2018,98849810,NYS,YUM,31-Dec-18,12,1041061,31-Dec-18,DEF 14A,04/05/19,https://www.sec.gov/Archives/edgar/data/1041061/0001193125-19-099256.txt
YUM BRANDS INC,65417,2019,98849810,NYS,YUM,31-Dec-19,12,1041061,31-Dec-19,DEF 14A,04/03/20,https://www.sec.gov/Archives/edgar/data/1041061/0001193125-20-098155.txt
URBAN ONE INC,120301,2017,91705J20,NAS,UONEK,31-Dec-17,12,1041657,31-Dec-17,DEF 14A,4/30/18,https://www.sec.gov/Archives/edgar/data/1041657/0001041657-18-000019.txt
URBAN ONE INC,120301,2018,91705J20,NAS,UONEK,31-Dec-18,12,1041657,31-Dec-18,DEF 14A,04/11/19,https://www.sec.gov/Archives/edgar/data/1041657/0001041657-19-000017.txt
URBAN ONE INC,120301,2019,91705J20,NAS,UONEK,31-Dec-19,12,1041657,31-Dec-19,DEF 14A,4/29/20,https://www.sec.gov/Archives/edgar/data/1041657/0001041657-20-000013.txt
PRICESMART INC,65343,2017,74151110,NAS,PSMT,31-Aug-17,8,1041803,31-Aug-17,DEF 14A,12/14/17,https://www.sec.gov/Archives/edgar/data/1041803/0001193125-17-369036.txt
PRICESMART INC,65343,2018,74151110,NAS,PSMT,31-Aug-18,8,1041803,31-Aug-18,DEF 14A,12/20/18,https://www.sec.gov/Archives/edgar/data/1041803/0001193125-18-354273.txt
PRICESMART INC,65343,2019,74151110,NAS,PSMT,31-Aug-19,8,1041803,31-Aug-19,DEF 14A,12/20/19,https://www.sec.gov/Archives/edgar/data/1041803/0001193125-19-320127.txt
PRICESMART INC,65343,2020,74151110,NAS,PSMT,31-Aug-20,8,1041803,31-Aug-20,DEF 14A,12/18/20,https://www.sec.gov/Archives/edgar/data/1041803/0001193125-20-321006.txt
CHILDRENS PLACE INC,65430,2017,16890510,NAS,PLCE,31-Jan-18,1,1041859,31-Jan-17,DEF 14A,04/03/17,https://www.sec.gov/Archives/edgar/data/1041859/0000930413-17-001360.txt
CHILDRENS PLACE INC,65430,2018,16890510,NAS,PLCE,31-Jan-19,1,1041859,31-Jan-18,DEF 14A,04/03/18,https://www.sec.gov/Archives/edgar/data/1041859/0000930413-18-001172.txt
CHILDRENS PLACE INC,65430,2019,16890510,NAS,PLCE,31-Jan-20,1,1041859,31-Jan-19,DEF 14A,04/02/19,https://www.sec.gov/Archives/edgar/data/1041859/0000930413-19-001116.txt
AMERICAN FINANCIAL GROUP INC,8431,2017,2593210,NYS,AFG,31-Dec-17,12,1042046,31-Dec-17,DEF 14A,04/06/18,https://www.sec.gov/Archives/edgar/data/1042046/0001140361-18-017627.txt
AMERICAN FINANCIAL GROUP INC,8431,2018,2593210,NYS,AFG,31-Dec-18,12,1042046,31-Dec-18,DEF 14A,04/05/19,https://www.sec.gov/Archives/edgar/data/1042046/0001140361-19-006622.txt
AMERICAN FINANCIAL GROUP INC,8431,2019,2593210,NYS,AFG,31-Dec-19,12,1042046,31-Dec-19,DEF 14A,04/03/20,https://www.sec.gov/Archives/edgar/data/1042046/0001140361-20-007894.txt
DRIL-QUIP INC,65671,2017,26203710,NYS,DRQ,31-Dec-17,12,1042893,31-Dec-17,DEF 14A,3/29/18,https://www.sec.gov/Archives/edgar/data/1042893/0001193125-18-101952.txt
DRIL-QUIP INC,65671,2018,26203710,NYS,DRQ,31-Dec-18,12,1042893,31-Dec-18,DEF 14A,3/29/19,https://www.sec.gov/Archives/edgar/data/1042893/0001193125-19-092673.txt
DRIL-QUIP INC,65671,2019,26203710,NYS,DRQ,31-Dec-19,12,1042893,31-Dec-19,DEF 14A,3/30/20,https://www.sec.gov/Archives/edgar/data/1042893/0001193125-20-091135.txt
C H ROBINSON WORLDWIDE INC,65609,2017,12541W20,NAS,CHRW,31-Dec-17,12,1043277,31-Dec-17,DEF 14A,3/29/18,https://www.sec.gov/Archives/edgar/data/1043277/0001193125-18-100809.txt
C H ROBINSON WORLDWIDE INC,65609,2018,12541W20,NAS,CHRW,31-Dec-18,12,1043277,31-Dec-18,DEF 14A,3/29/19,https://www.sec.gov/Archives/edgar/data/1043277/0001140361-19-005961.txt
C H ROBINSON WORLDWIDE INC,65609,2019,12541W20,NAS,CHRW,31-Dec-19,12,1043277,31-Dec-19,DEF 14A,3/24/20,https://www.sec.gov/Archives/edgar/data/1043277/0001043277-20-000020.txt
SONIC AUTOMOTIVE INC  -CL A,65831,2017,83545G10,NYS,SAH,31-Dec-17,12,1043509,31-Dec-17,DEF 14A,03/06/18,https://www.sec.gov/Archives/edgar/data/1043509/0001193125-18-072163.txt
SONIC AUTOMOTIVE INC  -CL A,65831,2018,83545G10,NYS,SAH,31-Dec-18,12,1043509,31-Dec-18,DEF 14A,3/13/19,https://www.sec.gov/Archives/edgar/data/1043509/0001628280-19-002872.txt
SONIC AUTOMOTIVE INC  -CL A,65831,2019,83545G10,NYS,SAH,31-Dec-19,12,1043509,31-Dec-19,DEF 14A,3/18/20,https://www.sec.gov/Archives/edgar/data/1043509/0001043509-20-000009.txt
JUNIPER NETWORKS INC,121718,2017,48203R10,NYS,JNPR,31-Dec-17,12,1043604,31-Dec-17,DEF 14A,04/10/18,https://www.sec.gov/Archives/edgar/data/1043604/0001144204-18-019934.txt
JUNIPER NETWORKS INC,121718,2018,48203R10,NYS,JNPR,31-Dec-18,12,1043604,31-Dec-18,DEF 14A,04/01/19,https://www.sec.gov/Archives/edgar/data/1043604/0001144204-19-017438.txt
JUNIPER NETWORKS INC,121718,2019,48203R10,NYS,JNPR,31-Dec-19,12,1043604,31-Dec-19,DEF 14A,04/02/20,https://www.sec.gov/Archives/edgar/data/1043604/0001104659-20-042465.txt
ONESPAN INC,66686,2017,68287N10,NAS,OSPN,31-Dec-17,12,1044777,31-Dec-17,DEF 14A,4/27/18,https://www.sec.gov/Archives/edgar/data/1044777/0001104659-18-027848.txt
ONESPAN INC,66686,2018,68287N10,NAS,OSPN,31-Dec-18,12,1044777,31-Dec-18,DEF 14A,4/26/19,https://www.sec.gov/Archives/edgar/data/1044777/0001558370-19-003418.txt
ONESPAN INC,66686,2019,68287N10,NAS,OSPN,31-Dec-19,12,1044777,31-Dec-19,DEF 14A,4/24/20,https://www.sec.gov/Archives/edgar/data/1044777/0001558370-20-004303.txt
GRACE (W R) & CO,5250,2017,38388F10,NYS,GRA,31-Dec-17,12,1045309,31-Dec-17,DEF 14A,3/28/18,https://www.sec.gov/Archives/edgar/data/1045309/0001045309-18-000037.txt
GRACE (W R) & CO,5250,2018,38388F10,NYS,GRA,31-Dec-18,12,1045309,31-Dec-18,DEF 14A,3/27/19,https://www.sec.gov/Archives/edgar/data/1045309/0001045309-19-000027.txt
GRACE (W R) & CO,5250,2019,38388F10,NYS,GRA,31-Dec-19,12,1045309,31-Dec-19,DEF 14A,3/31/20,https://www.sec.gov/Archives/edgar/data/1045309/0001045309-20-000052.txt
EPR PROPERTIES,65710,2017,26884U10,NYS,EPR,31-Dec-17,12,1045450,31-Dec-17,DEF 14A,4/20/18,https://www.sec.gov/Archives/edgar/data/1045450/0001193125-18-124910.txt
EPR PROPERTIES,65710,2018,26884U10,NYS,EPR,31-Dec-18,12,1045450,31-Dec-18,DEF 14A,4/18/19,https://www.sec.gov/Archives/edgar/data/1045450/0001193125-19-110874.txt
EPR PROPERTIES,65710,2019,26884U10,NYS,EPR,31-Dec-19,12,1045450,31-Dec-19,DEF 14A,4/17/20,https://www.sec.gov/Archives/edgar/data/1045450/0001193125-20-110401.txt
PROLOGIS INC,29984,2017,74340W10,NYS,PLD,31-Dec-17,12,1045609,31-Dec-17,DEF 14A,3/23/18,https://www.sec.gov/Archives/edgar/data/1045609/0001193125-18-092554.txt
PROLOGIS INC,29984,2018,74340W10,NYS,PLD,31-Dec-18,12,1045609,31-Dec-18,DEF 14A,3/22/19,https://www.sec.gov/Archives/edgar/data/1045609/0001193125-19-083480.txt
PROLOGIS INC,29984,2019,74340W10,NYS,PLD,31-Dec-19,12,1045609,31-Dec-19,DEF 14A,3/20/20,https://www.sec.gov/Archives/edgar/data/1045609/0001193125-20-079840.txt
NVIDIA CORP,117768,2017,67066G10,NAS,NVDA,31-Jan-18,1,1045810,31-Jan-17,DEF 14A,04/07/17,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-17-000063.txt
NVIDIA CORP,117768,2018,67066G10,NAS,NVDA,31-Jan-19,1,1045810,31-Jan-18,DEF 14A,04/06/18,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-18-000047.txt
NVIDIA CORP,117768,2019,67066G10,NAS,NVDA,31-Jan-20,1,1045810,31-Jan-19,DEF 14A,04/12/19,https://www.sec.gov/Archives/edgar/data/1045810/0001045810-19-000070.txt
HERITAGE FINANCIAL CORP,66285,2017,42722X10,NAS,HFWA,31-Dec-17,12,1046025,31-Dec-17,DEF 14A,3/22/18,https://www.sec.gov/Archives/edgar/data/1046025/0001046025-18-000077.txt
HERITAGE FINANCIAL CORP,66285,2018,42722X10,NAS,HFWA,31-Dec-18,12,1046025,31-Dec-18,DEF 14A,3/21/19,https://www.sec.gov/Archives/edgar/data/1046025/0001046025-19-000071.txt
HERITAGE FINANCIAL CORP,66285,2019,42722X10,NAS,HFWA,31-Dec-19,12,1046025,31-Dec-19,DEF 14A,3/19/20,https://www.sec.gov/Archives/edgar/data/1046025/0001046025-20-000081.txt
INGREDION INC,66016,2017,45718710,NYS,INGR,31-Dec-17,12,1046257,31-Dec-17,DEF 14A,04/03/18,https://www.sec.gov/Archives/edgar/data/1046257/0001193125-18-105927.txt
INGREDION INC,66016,2018,45718710,NYS,INGR,31-Dec-18,12,1046257,31-Dec-18,DEF 14A,04/02/19,https://www.sec.gov/Archives/edgar/data/1046257/0001193125-19-095600.txt
INGREDION INC,66016,2019,45718710,NYS,INGR,31-Dec-19,12,1046257,31-Dec-19,DEF 14A,04/08/20,https://www.sec.gov/Archives/edgar/data/1046257/0001193125-20-101399.txt
CHOICE HOTELS INTL INC,65615,2017,16990510,NYS,CHH,31-Dec-17,12,1046311,31-Dec-17,DEF 14A,3/26/18,https://www.sec.gov/Archives/edgar/data/1046311/0001046311-18-000009.txt
CHOICE HOTELS INTL INC,65615,2018,16990510,NYS,CHH,31-Dec-18,12,1046311,31-Dec-18,DEF 14A,3/25/19,https://www.sec.gov/Archives/edgar/data/1046311/0001046311-19-000013.txt
CHOICE HOTELS INTL INC,65615,2019,16990510,NYS,CHH,31-Dec-19,12,1046311,31-Dec-19,DEF 14A,04/06/20,https://www.sec.gov/Archives/edgar/data/1046311/0001046311-20-000014.txt
PERDOCEO EDUCATION CORP,66379,2017,71363P10,NAS,PRDO,31-Dec-17,12,1046568,31-Dec-17,DEF 14A,4/17/18,https://www.sec.gov/Archives/edgar/data/1046568/0001193125-18-119252.txt
PERDOCEO EDUCATION CORP,66379,2018,71363P10,NAS,PRDO,31-Dec-18,12,1046568,31-Dec-18,DEF 14A,3/22/19,https://www.sec.gov/Archives/edgar/data/1046568/0001193125-19-082857.txt
PERDOCEO EDUCATION CORP,66379,2019,71363P10,NAS,PRDO,31-Dec-19,12,1046568,31-Dec-19,DEF 14A,4/15/20,https://www.sec.gov/Archives/edgar/data/1046568/0001193125-20-107713.txt
RAYTHEON CO,8972,2017,75511150,NYS,RTN,31-Dec-17,12,1047122,31-Dec-17,DEF 14A,4/17/18,https://www.sec.gov/Archives/edgar/data/1047122/0001206774-18-001205.txt
RAYTHEON CO,8972,2018,75511150,NYS,RTN,31-Dec-18,12,1047122,31-Dec-18,DEF 14A,4/16/19,https://www.sec.gov/Archives/edgar/data/1047122/0001206774-19-001337.txt
FRESH DEL MONTE PRODUCE INC,30443,2017,G3673810,NYS,FDP,31-Dec-17,12,1047340,31-Dec-17,DEF 14A,04/02/18,https://www.sec.gov/Archives/edgar/data/1047340/0001047340-18-000096.txt
FRESH DEL MONTE PRODUCE INC,30443,2018,G3673810,NYS,FDP,31-Dec-18,12,1047340,31-Dec-18,DEF 14A,04/01/19,https://www.sec.gov/Archives/edgar/data/1047340/0001047340-19-000122.txt
CONSOLIDATED EDISON INC,3413,2017,20911510,NYS,ED,31-Dec-17,12,1047862,31-Dec-17,DEF 14A,04/09/18,https://www.sec.gov/Archives/edgar/data/1047862/0001193125-18-111532.txt
CONSOLIDATED EDISON INC,3413,2018,20911510,NYS,ED,31-Dec-18,12,1047862,31-Dec-18,DEF 14A,04/08/19,https://www.sec.gov/Archives/edgar/data/1047862/0001193125-19-100754.txt
CONSOLIDATED EDISON INC,3413,2019,20911510,NYS,ED,31-Dec-19,12,1047862,31-Dec-19,DEF 14A,04/06/20,https://www.sec.gov/Archives/edgar/data/1047862/0001193125-20-099552.txt
MARRIOTT INTL INC,28930,2017,57190320,NAS,MAR,31-Dec-17,12,1048286,31-Dec-17,DEF 14A,04/04/18,https://www.sec.gov/Archives/edgar/data/1048286/0001193125-18-107480.txt
MARRIOTT INTL INC,28930,2018,57190320,NAS,MAR,31-Dec-18,12,1048286,31-Dec-18,DEF 14A,04/10/19,https://www.sec.gov/Archives/edgar/data/1048286/0001193125-19-102175.txt
MARRIOTT INTL INC,28930,2019,57190320,NAS,MAR,31-Dec-19,12,1048286,31-Dec-19,DEF 14A,04/08/20,https://www.sec.gov/Archives/edgar/data/1048286/0001193125-20-100994.txt
F5 NETWORKS INC,121077,2017,31561610,NAS,FFIV,30-Sep-17,9,1048695,30-Sep-17,DEF 14A,1/26/18,https://www.sec.gov/Archives/edgar/data/1048695/0001193125-18-021571.txt
F5 NETWORKS INC,121077,2018,31561610,NAS,FFIV,30-Sep-18,9,1048695,30-Sep-18,DEF 14A,1/25/19,https://www.sec.gov/Archives/edgar/data/1048695/0001140361-19-001589.txt
F5 NETWORKS INC,121077,2019,31561610,NAS,FFIV,30-Sep-19,9,1048695,30-Sep-19,DEF 14A,1/24/20,https://www.sec.gov/Archives/edgar/data/1048695/0001140361-20-001416.txt
FEDEX CORP,4598,2017,31428X10,NYS,FDX,31-May-18,5,1048911,31-May-17,DEF 14A,8/14/17,https://www.sec.gov/Archives/edgar/data/1048911/0001193125-17-257303.txt
FEDEX CORP,4598,2018,31428X10,NYS,FDX,31-May-19,5,1048911,31-May-18,DEF 14A,8/13/18,https://www.sec.gov/Archives/edgar/data/1048911/0001206774-18-002406.txt
FEDEX CORP,4598,2019,31428X10,NYS,FDX,31-May-20,5,1048911,31-May-19,DEF 14A,08/12/19,https://www.sec.gov/Archives/edgar/data/1048911/0001206774-19-002626.txt
MKS INSTRUMENTS INC,119275,2017,55306N10,NAS,MKSI,31-Dec-17,12,1049502,31-Dec-17,DEF 14A,3/28/18,https://www.sec.gov/Archives/edgar/data/1049502/0001193125-18-098818.txt
MKS INSTRUMENTS INC,119275,2018,55306N10,NAS,MKSI,31-Dec-18,12,1049502,31-Dec-18,DEF 14A,3/28/19,https://www.sec.gov/Archives/edgar/data/1049502/0001193125-19-089174.txt
MKS INSTRUMENTS INC,119275,2019,55306N10,NAS,MKSI,31-Dec-19,12,1049502,31-Dec-19,DEF 14A,3/27/20,https://www.sec.gov/Archives/edgar/data/1049502/0001193125-20-087668.txt
MERCURY SYSTEMS INC,66393,2017,58937810,NAS,MRCY,30-Jun-17,6,1049521,30-Jun-17,DEF 14A,09/05/17,https://www.sec.gov/Archives/edgar/data/1049521/0001049521-17-000050.txt
MERCURY SYSTEMS INC,66393,2018,58937810,NAS,MRCY,30-Jun-18,6,1049521,30-Jun-18,DEF 14A,09/07/18,https://www.sec.gov/Archives/edgar/data/1049521/0001049521-18-000032.txt
MERCURY SYSTEMS INC,66393,2019,58937810,NAS,MRCY,30-Jun-19,6,1049521,30-Jun-19,DEF 14A,8/30/19,https://www.sec.gov/Archives/edgar/data/1049521/0001049521-19-000035.txt
MERCURY SYSTEMS INC,66393,2020,58937810,NAS,MRCY,30-Jun-20,6,1049521,30-Jun-20,DEF 14A,09/03/20,https://www.sec.gov/Archives/edgar/data/1049521/0001049521-20-000037.txt
BROOKLINE BANCORP INC,105670,2017,11373M10,NAS,BRKL,31-Dec-17,12,1049782,31-Dec-17,DEF 14A,04/06/18,https://www.sec.gov/Archives/edgar/data/1049782/0001047469-18-002617.txt
BROOKLINE BANCORP INC,105670,2018,11373M10,NAS,BRKL,31-Dec-18,12,1049782,31-Dec-18,DEF 14A,04/05/19,https://www.sec.gov/Archives/edgar/data/1049782/0001049782-19-000006.txt
BROOKLINE BANCORP INC,105670,2019,11373M10,NAS,BRKL,31-Dec-19,12,1049782,31-Dec-19,DEF 14A,04/03/20,https://www.sec.gov/Archives/edgar/data/1049782/0001049782-20-000014.txt
PC CONNECTION INC,66586,2017,69318J10,NAS,CNXN,31-Dec-17,12,1050377,31-Dec-17,DEF 14A,04/12/18,https://www.sec.gov/Archives/edgar/data/1050377/0001558370-18-002941.txt
PC CONNECTION INC,66586,2018,69318J10,NAS,CNXN,31-Dec-18,12,1050377,31-Dec-18,DEF 14A,04/09/19,https://www.sec.gov/Archives/edgar/data/1050377/0001558370-19-002887.txt
PC CONNECTION INC,66586,2019,69318J10,NAS,CNXN,31-Dec-19,12,1050377,31-Dec-19,DEF 14A,4/29/20,https://www.sec.gov/Archives/edgar/data/1050377/0001558370-20-004619.txt
EAGLE BANCORP INC/MD,111721,2017,26894810,NAS,EGBN,31-Dec-17,12,1050441,31-Dec-17,DEF 14A,04/03/18,https://www.sec.gov/Archives/edgar/data/1050441/0001104659-18-022193.txt
EAGLE BANCORP INC/MD,111721,2018,26894810,NAS,EGBN,31-Dec-18,12,1050441,31-Dec-18,DEF 14A,04/05/19,https://www.sec.gov/Archives/edgar/data/1050441/0001104659-19-020128.txt
EAGLE BANCORP INC/MD,111721,2019,26894810,NAS,EGBN,31-Dec-19,12,1050441,31-Dec-19,DEF 14A,04/06/20,https://www.sec.gov/Archives/edgar/data/1050441/0001104659-20-043508.txt
MICROSTRATEGY INC,111534,2017,59497240,NAS,MSTR,31-Dec-17,12,1050446,31-Dec-17,DEF 14A,4/19/18,https://www.sec.gov/Archives/edgar/data/1050446/0001193125-18-122667.txt
MICROSTRATEGY INC,111534,2018,59497240,NAS,MSTR,31-Dec-18,12,1050446,31-Dec-18,DEF 14A,4/18/19,https://www.sec.gov/Archives/edgar/data/1050446/0001193125-19-110893.txt
MICROSTRATEGY INC,111534,2019,59497240,NAS,MSTR,31-Dec-19,12,1050446,31-Dec-19,DEF 14A,4/16/20,https://www.sec.gov/Archives/edgar/data/1050446/0001193125-20-109294.txt
COLUMBIA SPORTSWEAR CO,105936,2017,19851610,NAS,COLM,31-Dec-17,12,1050797,31-Dec-17,DEF 14A,4/23/18,https://www.sec.gov/Archives/edgar/data/1050797/0001050797-18-000019.txt
COLUMBIA SPORTSWEAR CO,105936,2018,19851610,NAS,COLM,31-Dec-18,12,1050797,31-Dec-18,DEF 14A,4/15/19,https://www.sec.gov/Archives/edgar/data/1050797/0001050797-19-000014.txt
COLUMBIA SPORTSWEAR CO,105936,2019,19851610,NAS,COLM,31-Dec-19,12,1050797,31-Dec-19,DEF 14A,4/20/20,https://www.sec.gov/Archives/edgar/data/1050797/0001050797-20-000023.txt
QUANTA SERVICES INC,66446,2017,7.48E+14,NYS,PWR,31-Dec-17,12,1050915,31-Dec-17,DEF 14A,4/13/18,https://www.sec.gov/Archives/edgar/data/1050915/0001206774-18-001182.txt
QUANTA SERVICES INC,66446,2018,7.48E+14,NYS,PWR,31-Dec-18,12,1050915,31-Dec-18,DEF 14A,04/12/19,https://www.sec.gov/Archives/edgar/data/1050915/0001206774-19-001303.txt
QUANTA SERVICES INC,66446,2019,7.48E+14,NYS,PWR,31-Dec-19,12,1050915,31-Dec-19,DEF 14A,4/17/20,https://www.sec.gov/Archives/edgar/data/1050915/0001193125-20-109894.txt
CROWN CASTLE INTL CORP,113490,2017,22822V10,NYS,CCI,31-Dec-17,12,1051470,31-Dec-17,DEF 14A,04/02/18,https://www.sec.gov/Archives/edgar/data/1051470/0001051470-18-000098.txt
CROWN CASTLE INTL CORP,113490,2018,22822V10,NYS,CCI,31-Dec-18,12,1051470,31-Dec-18,DEF 14A,04/01/19,https://www.sec.gov/Archives/edgar/data/1051470/0001051470-19-000099.txt
CROWN CASTLE INTL CORP,113490,2019,22822V10,NYS,CCI,31-Dec-19,12,1051470,31-Dec-19,DEF 14A,3/30/20,https://www.sec.gov/Archives/edgar/data/1051470/0001051470-20-000082.txt
TELEPHONE & DATA SYSTEMS INC,10411,2017,87943382,NYS,TDS,31-Dec-17,12,1051512,31-Dec-17,DEF 14A,04/11/18,https://www.sec.gov/Archives/edgar/data/1051512/0001047469-18-002706.txt
TELEPHONE & DATA SYSTEMS INC,10411,2018,87943382,NYS,TDS,31-Dec-18,12,1051512,31-Dec-18,DEF 14A,04/10/19,https://www.sec.gov/Archives/edgar/data/1051512/0001047469-19-002115.txt
TELEPHONE & DATA SYSTEMS INC,10411,2019,87943382,NYS,TDS,31-Dec-19,12,1051512,31-Dec-19,DEF 14A,04/08/20,https://www.sec.gov/Archives/edgar/data/1051512/0001051512-20-000027.txt
AXT INC,110760,2017,00246W10,NAS,AXTI,31-Dec-17,12,1051627,31-Dec-17,DEF 14A,4/13/18,https://www.sec.gov/Archives/edgar/data/1051627/0001558370-18-002970.txt
AXT INC,110760,2018,00246W10,NAS,AXTI,31-Dec-18,12,1051627,31-Dec-18,DEF 14A,04/12/19,https://www.sec.gov/Archives/edgar/data/1051627/0001558370-19-002962.txt
AXT INC,110760,2019,00246W10,NAS,AXTI,31-Dec-19,12,1051627,31-Dec-19,DEF 14A,04/07/20,https://www.sec.gov/Archives/edgar/data/1051627/0001558370-20-003667.txt
WADDELL&REED FINL INC  -CL A,66599,2017,93005910,NYS,WDR,31-Dec-17,12,1052100,31-Dec-17,DEF 14A,03/02/18,https://www.sec.gov/Archives/edgar/data/1052100/0001047469-18-001250.txt
WADDELL&REED FINL INC  -CL A,66599,2018,93005910,NYS,WDR,31-Dec-18,12,1052100,31-Dec-18,DEF 14A,03/06/19,https://www.sec.gov/Archives/edgar/data/1052100/0001047469-19-000949.txt
WADDELL&REED FINL INC  -CL A,66599,2019,93005910,NYS,WDR,31-Dec-19,12,1052100,31-Dec-19,DEF 14A,03/06/20,https://www.sec.gov/Archives/edgar/data/1052100/0001047469-20-001288.txt
GETTY REALTY CORP,5149,2017,37429710,NYS,GTY,31-Dec-17,12,1052752,31-Dec-17,DEF 14A,3/19/18,https://www.sec.gov/Archives/edgar/data/1052752/0001193125-18-087824.txt
GETTY REALTY CORP,5149,2018,37429710,NYS,GTY,31-Dec-18,12,1052752,31-Dec-18,DEF 14A,3/15/19,https://www.sec.gov/Archives/edgar/data/1052752/0001193125-19-075508.txt
GETTY REALTY CORP,5149,2019,37429710,NYS,GTY,31-Dec-19,12,1052752,31-Dec-19,DEF 14A,3/23/20,https://www.sec.gov/Archives/edgar/data/1052752/0001193125-20-082629.txt
AMERICAN TOWER CORP,105365,2017,03027X10,NYS,AMT,31-Dec-17,12,1053507,31-Dec-17,DEF 14A,04/12/18,https://www.sec.gov/Archives/edgar/data/1053507/0001193125-18-114920.txt
AMERICAN TOWER CORP,105365,2018,03027X10,NYS,AMT,31-Dec-18,12,1053507,31-Dec-18,DEF 14A,04/10/19,https://www.sec.gov/Archives/edgar/data/1053507/0001193125-19-102393.txt
AMERICAN TOWER CORP,105365,2019,03027X10,NYS,AMT,31-Dec-19,12,1053507,31-Dec-19,DEF 14A,04/06/20,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-20-000081.txt
LASALLE HOTEL PROPERTIES,109926,2017,51794210,NYS,LHO,31-Dec-17,12,1053532,31-Dec-17,DEF 14A,3/22/18,https://www.sec.gov/Archives/edgar/data/1053532/0001053532-18-000011.txt
INNOSPEC INC,110566,2017,45768S10,NAS,IOSP,31-Dec-17,12,1054905,31-Dec-17,DEF 14A,3/22/18,https://www.sec.gov/Archives/edgar/data/1054905/0001193125-18-091327.txt
INNOSPEC INC,110566,2018,45768S10,NAS,IOSP,31-Dec-18,12,1054905,31-Dec-18,DEF 14A,3/22/19,https://www.sec.gov/Archives/edgar/data/1054905/0001193125-19-082675.txt
INNOSPEC INC,110566,2019,45768S10,NAS,IOSP,31-Dec-19,12,1054905,31-Dec-19,DEF 14A,3/20/20,https://www.sec.gov/Archives/edgar/data/1054905/0001193125-20-079831.txt
SCHOOL SPECIALTY INC,111491,2017,80786410,OTH,SCOO,31-Dec-17,12,1055454,31-Dec-17,DEF 14A,4/27/18,https://www.sec.gov/Archives/edgar/data/1055454/0001193125-18-137165.txt
SCHOOL SPECIALTY INC,111491,2018,80786410,OTH,SCOO,31-Dec-18,12,1055454,31-Dec-18,DEF 14A,4/26/19,https://www.sec.gov/Archives/edgar/data/1055454/0001193125-19-122511.txt
KIRKLAND'S INC,148391,2017,49749810,NAS,KIRK,31-Jan-18,1,1056285,31-Jan-17,DEF 14A,4/28/17,https://www.sec.gov/Archives/edgar/data/1056285/0001193125-17-146261.txt
KIRKLAND'S INC,148391,2018,49749810,NAS,KIRK,31-Jan-19,1,1056285,31-Jan-18,DEF 14A,4/30/18,https://www.sec.gov/Archives/edgar/data/1056285/0001056285-18-000034.txt
